"date","value","location_name","location"
2022-10-29,221,"Louisiana","22"
2022-10-29,30,"Massachusetts","25"
2022-10-29,156,"Maryland","24"
2022-10-29,3,"Maine","23"
2022-10-29,55,"Michigan","26"
2022-10-29,83,"Minnesota","27"
2022-10-29,66,"Missouri","29"
2022-10-29,260,"Mississippi","28"
2022-10-29,6,"Montana","30"
2022-10-29,283,"North Carolina","37"
2022-10-29,6,"North Dakota","38"
2022-10-29,31,"Nebraska","31"
2022-10-29,3,"New Hampshire","33"
2022-10-29,166,"New Jersey","34"
2022-10-29,90,"New Mexico","35"
2022-10-29,35,"Nevada","32"
2022-10-29,190,"New York","36"
2022-10-29,196,"Ohio","39"
2022-10-29,47,"Oklahoma","40"
2022-10-29,32,"Oregon","41"
2022-10-29,228,"Pennsylvania","42"
2022-10-29,3,"Rhode Island","44"
2022-10-29,248,"South Carolina","45"
2022-10-29,9,"South Dakota","46"
2022-10-29,231,"Tennessee","47"
2022-10-29,957,"Texas","48"
2022-10-29,6,"Utah","49"
2022-10-29,307,"Virginia","51"
2022-10-29,0,"Vermont","50"
2022-10-29,43,"Washington","53"
2022-10-29,33,"Wisconsin","55"
2022-10-29,89,"West Virginia","54"
2022-10-29,7,"Wyoming","56"
2022-11-05,14,"Alaska","02"
2022-11-05,353,"Alabama","01"
2022-11-05,203,"Arkansas","05"
2022-11-05,134,"Arizona","04"
2022-11-05,858,"California","06"
2022-11-05,58,"Colorado","08"
2022-11-05,52,"Connecticut","09"
2022-11-05,44,"District of Columbia","11"
2022-11-05,13,"Delaware","10"
2022-11-05,453,"Florida","12"
2022-11-05,263,"Georgia","13"
2022-11-05,21,"Hawaii","15"
2022-11-05,20,"Iowa","19"
2022-11-05,11,"Idaho","16"
2022-11-05,256,"Illinois","17"
2022-11-05,136,"Indiana","18"
2022-11-05,44,"Kansas","20"
2022-11-05,223,"Kentucky","21"
2022-11-05,228,"Louisiana","22"
2022-11-05,41,"Massachusetts","25"
2022-11-05,214,"Maryland","24"
2022-11-05,8,"Maine","23"
2022-11-05,88,"Michigan","26"
2022-11-05,165,"Minnesota","27"
2022-11-05,105,"Missouri","29"
2022-11-05,244,"Mississippi","28"
2022-11-05,11,"Montana","30"
2022-11-05,351,"North Carolina","37"
2022-11-05,10,"North Dakota","38"
2022-11-05,24,"Nebraska","31"
2022-11-05,3,"New Hampshire","33"
2022-11-05,295,"New Jersey","34"
2022-11-05,149,"New Mexico","35"
2022-11-05,92,"Nevada","32"
2022-11-05,278,"New York","36"
2022-11-05,257,"Ohio","39"
2022-11-05,74,"Oklahoma","40"
2022-11-05,51,"Oregon","41"
2022-11-05,345,"Pennsylvania","42"
2022-11-05,6,"Rhode Island","44"
2022-11-05,256,"South Carolina","45"
2022-11-05,13,"South Dakota","46"
2022-11-05,311,"Tennessee","47"
2022-11-05,1108,"Texas","48"
2022-11-05,12,"Utah","49"
2022-11-05,339,"Virginia","51"
2022-11-05,1,"Vermont","50"
2022-11-05,89,"Washington","53"
2022-11-05,45,"Wisconsin","55"
2022-11-05,127,"West Virginia","54"
2022-11-05,10,"Wyoming","56"
2022-11-12,36,"Alaska","02"
2022-11-12,262,"Alabama","01"
2022-11-12,214,"Arkansas","05"
2022-11-12,308,"Arizona","04"
2022-11-12,1499,"California","06"
2022-11-12,107,"Colorado","08"
2022-11-12,103,"Connecticut","09"
2022-11-12,36,"District of Columbia","11"
2022-11-12,53,"Delaware","10"
2022-11-12,517,"Florida","12"
2022-11-12,236,"Georgia","13"
2022-11-12,15,"Hawaii","15"
2022-11-12,37,"Iowa","19"
2022-11-12,56,"Idaho","16"
2022-11-12,386,"Illinois","17"
2022-11-12,235,"Indiana","18"
2022-11-12,64,"Kansas","20"
2022-11-12,291,"Kentucky","21"
2022-11-12,237,"Louisiana","22"
2022-11-12,73,"Massachusetts","25"
2022-11-12,210,"Maryland","24"
2022-11-12,14,"Maine","23"
2022-11-12,165,"Michigan","26"
2022-11-12,243,"Minnesota","27"
2022-11-12,222,"Missouri","29"
2022-11-12,250,"Mississippi","28"
2022-11-12,13,"Montana","30"
2022-11-12,369,"North Carolina","37"
2022-11-12,13,"North Dakota","38"
2022-11-12,31,"Nebraska","31"
2022-11-12,9,"New Hampshire","33"
2022-11-12,320,"New Jersey","34"
2022-11-12,163,"New Mexico","35"
2022-11-12,162,"Nevada","32"
2022-11-12,495,"New York","36"
2022-11-12,311,"Ohio","39"
2022-11-12,150,"Oklahoma","40"
2022-11-12,113,"Oregon","41"
2022-11-12,408,"Pennsylvania","42"
2022-11-12,3,"Rhode Island","44"
2022-11-12,228,"South Carolina","45"
2022-11-12,24,"South Dakota","46"
2022-11-12,285,"Tennessee","47"
2022-11-12,1168,"Texas","48"
2022-11-12,8,"Utah","49"
2022-11-12,262,"Virginia","51"
2022-11-12,2,"Vermont","50"
2022-11-12,239,"Washington","53"
2022-11-12,88,"Wisconsin","55"
2022-11-12,136,"West Virginia","54"
2022-11-12,39,"Wyoming","56"
2022-11-19,65,"Alaska","02"
2022-11-19,268,"Alabama","01"
2022-11-19,407,"Arkansas","05"
2022-11-19,570,"Arizona","04"
2022-11-19,2631,"California","06"
2022-11-19,157,"Colorado","08"
2022-11-19,183,"Connecticut","09"
2022-11-19,58,"District of Columbia","11"
2022-11-19,39,"Delaware","10"
2022-11-19,743,"Florida","12"
2022-11-19,258,"Georgia","13"
2022-11-19,12,"Hawaii","15"
2022-11-19,104,"Iowa","19"
2022-11-19,141,"Idaho","16"
2022-11-19,801,"Illinois","17"
2022-11-19,457,"Indiana","18"
2022-11-19,153,"Kansas","20"
2022-11-19,521,"Kentucky","21"
2022-11-19,330,"Louisiana","22"
2022-11-19,175,"Massachusetts","25"
2022-11-19,308,"Maryland","24"
2022-11-19,33,"Maine","23"
2022-11-19,290,"Michigan","26"
2022-11-19,382,"Minnesota","27"
2022-11-19,488,"Missouri","29"
2022-11-19,272,"Mississippi","28"
2022-11-19,44,"Montana","30"
2022-11-19,430,"North Carolina","37"
2022-11-19,22,"North Dakota","38"
2022-11-19,60,"Nebraska","31"
2022-11-19,9,"New Hampshire","33"
2022-11-19,513,"New Jersey","34"
2022-11-19,176,"New Mexico","35"
2022-11-19,265,"Nevada","32"
2022-11-19,789,"New York","36"
2022-11-19,560,"Ohio","39"
2022-11-19,344,"Oklahoma","40"
2022-11-19,376,"Oregon","41"
2022-11-19,701,"Pennsylvania","42"
2022-11-19,14,"Rhode Island","44"
2022-11-19,215,"South Carolina","45"
2022-11-19,58,"South Dakota","46"
2022-11-19,471,"Tennessee","47"
2022-11-19,1798,"Texas","48"
2022-11-19,29,"Utah","49"
2022-11-19,380,"Virginia","51"
2022-11-19,13,"Vermont","50"
2022-11-19,536,"Washington","53"
2022-11-19,235,"Wisconsin","55"
2022-11-19,189,"West Virginia","54"
2022-11-19,37,"Wyoming","56"
2022-11-26,53,"Alaska","02"
2022-11-26,417,"Alabama","01"
2022-11-26,466,"Arkansas","05"
2022-11-26,799,"Arizona","04"
2022-11-26,3159,"California","06"
2022-11-26,163,"Colorado","08"
2022-11-26,426,"Connecticut","09"
2022-11-26,66,"District of Columbia","11"
2022-11-26,86,"Delaware","10"
2022-11-26,921,"Florida","12"
2022-11-26,342,"Georgia","13"
2022-11-26,9,"Hawaii","15"
2022-11-26,208,"Iowa","19"
2022-11-26,183,"Idaho","16"
2022-11-26,1102,"Illinois","17"
2022-11-26,831,"Indiana","18"
2022-11-26,301,"Kansas","20"
2022-11-26,849,"Kentucky","21"
2022-11-26,452,"Louisiana","22"
2022-11-26,451,"Massachusetts","25"
2022-11-26,411,"Maryland","24"
2022-11-26,100,"Maine","23"
2022-11-26,459,"Michigan","26"
2022-11-26,443,"Minnesota","27"
2022-11-26,850,"Missouri","29"
2022-11-26,268,"Mississippi","28"
2022-11-26,65,"Montana","30"
2022-11-26,638,"North Carolina","37"
2022-11-26,49,"North Dakota","38"
2022-11-26,104,"Nebraska","31"
2022-11-26,29,"New Hampshire","33"
2022-11-26,995,"New Jersey","34"
2022-11-26,357,"New Mexico","35"
2022-11-26,478,"Nevada","32"
2022-11-26,1325,"New York","36"
2022-11-26,956,"Ohio","39"
2022-11-26,771,"Oklahoma","40"
2022-11-26,542,"Oregon","41"
2022-11-26,1299,"Pennsylvania","42"
2022-11-26,22,"Rhode Island","44"
2022-11-26,245,"South Carolina","45"
2022-11-26,73,"South Dakota","46"
2022-11-26,687,"Tennessee","47"
2022-11-26,2182,"Texas","48"
2022-11-26,34,"Utah","49"
2022-11-26,495,"Virginia","51"
2022-11-26,31,"Vermont","50"
2022-11-26,732,"Washington","53"
2022-11-26,459,"Wisconsin","55"
2022-11-26,318,"West Virginia","54"
2022-11-26,73,"Wyoming","56"
2022-12-03,73,"Alaska","02"
2022-12-03,256,"Alabama","01"
2022-12-03,346,"Arkansas","05"
2022-12-03,779,"Arizona","04"
2022-12-03,2435,"California","06"
2022-12-03,235,"Colorado","08"
2022-12-03,394,"Connecticut","09"
2022-12-03,41,"District of Columbia","11"
2022-12-03,30,"Delaware","10"
2022-12-03,789,"Florida","12"
2022-12-03,209,"Georgia","13"
2022-12-03,13,"Hawaii","15"
2022-12-03,231,"Iowa","19"
2022-12-03,185,"Idaho","16"
2022-12-03,956,"Illinois","17"
2022-12-03,843,"Indiana","18"
2022-12-03,255,"Kansas","20"
2022-12-03,673,"Kentucky","21"
2022-12-03,382,"Louisiana","22"
2022-12-03,544,"Massachusetts","25"
2022-12-03,325,"Maryland","24"
2022-12-03,119,"Maine","23"
2022-12-03,591,"Michigan","26"
2022-12-03,345,"Minnesota","27"
2022-12-03,828,"Missouri","29"
2022-12-03,179,"Mississippi","28"
2022-12-03,100,"Montana","30"
2022-12-03,395,"North Carolina","37"
2022-12-03,34,"North Dakota","38"
2022-12-03,122,"Nebraska","31"
2022-12-03,65,"New Hampshire","33"
2022-12-03,756,"New Jersey","34"
2022-12-03,409,"New Mexico","35"
2022-12-03,445,"Nevada","32"
2022-12-03,1496,"New York","36"
2022-12-03,957,"Ohio","39"
2022-12-03,812,"Oklahoma","40"
2022-12-03,650,"Oregon","41"
2022-12-03,1186,"Pennsylvania","42"
2022-12-03,54,"Rhode Island","44"
2022-12-03,160,"South Carolina","45"
2022-12-03,84,"South Dakota","46"
2022-12-03,486,"Tennessee","47"
2022-12-03,1775,"Texas","48"
2022-12-03,60,"Utah","49"
2022-12-03,368,"Virginia","51"
2022-12-03,45,"Vermont","50"
2022-12-03,681,"Washington","53"
2022-12-03,479,"Wisconsin","55"
2022-12-03,246,"West Virginia","54"
2022-12-03,42,"Wyoming","56"
2022-12-10,51,"Alaska","02"
2022-12-10,176,"Alabama","01"
2022-12-10,251,"Arkansas","05"
2022-12-10,568,"Arizona","04"
2022-12-10,1614,"California","06"
2022-12-10,255,"Colorado","08"
2022-12-10,395,"Connecticut","09"
2022-12-10,23,"District of Columbia","11"
2022-12-10,25,"Delaware","10"
2022-12-10,846,"Florida","12"
2022-12-10,179,"Georgia","13"
2022-12-10,14,"Hawaii","15"
2022-12-10,325,"Iowa","19"
2022-12-10,286,"Idaho","16"
2022-12-10,733,"Illinois","17"
2022-12-10,731,"Indiana","18"
2022-12-10,219,"Kansas","20"
2022-12-10,429,"Kentucky","21"
2022-12-10,180,"Louisiana","22"
2022-12-10,659,"Massachusetts","25"
2022-12-10,261,"Maryland","24"
2022-12-10,182,"Maine","23"
2022-12-10,894,"Michigan","26"
2022-12-10,247,"Minnesota","27"
2022-12-10,751,"Missouri","29"
2022-12-10,142,"Mississippi","28"
2022-12-10,99,"Montana","30"
2022-12-10,319,"North Carolina","37"
2022-12-10,66,"North Dakota","38"
2022-12-10,166,"Nebraska","31"
2022-12-10,76,"New Hampshire","33"
2022-12-10,606,"New Jersey","34"
2022-12-10,342,"New Mexico","35"
2022-12-10,318,"Nevada","32"
2022-12-10,1733,"New York","36"
2022-12-10,972,"Ohio","39"
2022-12-10,766,"Oklahoma","40"
2022-12-10,686,"Oregon","41"
2022-12-10,1045,"Pennsylvania","42"
2022-12-10,41,"Rhode Island","44"
2022-12-10,149,"South Carolina","45"
2022-12-10,97,"South Dakota","46"
2022-12-10,258,"Tennessee","47"
2022-12-10,1533,"Texas","48"
2022-12-10,41,"Utah","49"
2022-12-10,286,"Virginia","51"
2022-12-10,56,"Vermont","50"
2022-12-10,740,"Washington","53"
2022-12-10,483,"Wisconsin","55"
2022-12-10,199,"West Virginia","54"
2022-12-10,40,"Wyoming","56"
2022-12-17,43,"Alaska","02"
2022-12-17,152,"Alabama","01"
2022-12-17,202,"Arkansas","05"
2022-12-17,580,"Arizona","04"
2022-12-17,1596,"California","06"
2022-12-17,399,"Colorado","08"
2022-12-17,270,"Connecticut","09"
2022-12-17,21,"District of Columbia","11"
2022-12-17,29,"Delaware","10"
2022-12-17,1024,"Florida","12"
2022-12-17,158,"Georgia","13"
2022-12-17,29,"Hawaii","15"
2022-12-17,328,"Iowa","19"
2022-12-17,203,"Idaho","16"
2022-12-17,578,"Illinois","17"
2022-12-17,615,"Indiana","18"
2022-12-17,182,"Kansas","20"
2022-12-17,281,"Kentucky","21"
2022-12-17,155,"Louisiana","22"
2022-12-17,760,"Massachusetts","25"
2022-12-17,231,"Maryland","24"
2022-12-17,211,"Maine","23"
2022-12-17,1123,"Michigan","26"
2022-12-17,162,"Minnesota","27"
2022-12-17,559,"Missouri","29"
2022-12-17,86,"Mississippi","28"
2022-12-17,60,"Montana","30"
2022-12-17,298,"North Carolina","37"
2022-12-17,72,"North Dakota","38"
2022-12-17,140,"Nebraska","31"
2022-12-17,117,"New Hampshire","33"
2022-12-17,522,"New Jersey","34"
2022-12-17,361,"New Mexico","35"
2022-12-17,226,"Nevada","32"
2022-12-17,1517,"New York","36"
2022-12-17,799,"Ohio","39"
2022-12-17,680,"Oklahoma","40"
2022-12-17,451,"Oregon","41"
2022-12-17,1047,"Pennsylvania","42"
2022-12-17,57,"Rhode Island","44"
2022-12-17,118,"South Carolina","45"
2022-12-17,84,"South Dakota","46"
2022-12-17,226,"Tennessee","47"
2022-12-17,1302,"Texas","48"
2022-12-17,63,"Utah","49"
2022-12-17,269,"Virginia","51"
2022-12-17,64,"Vermont","50"
2022-12-17,404,"Washington","53"
2022-12-17,458,"Wisconsin","55"
2022-12-17,155,"West Virginia","54"
2022-12-17,50,"Wyoming","56"
2022-12-24,43,"Alaska","02"
2022-12-24,147,"Alabama","01"
2022-12-24,204,"Arkansas","05"
2022-12-24,656,"Arizona","04"
2022-12-24,1423,"California","06"
2022-12-24,315,"Colorado","08"
2022-12-24,241,"Connecticut","09"
2022-12-24,32,"District of Columbia","11"
2022-12-24,42,"Delaware","10"
2022-12-24,1244,"Florida","12"
2022-12-24,184,"Georgia","13"
2022-12-24,34,"Hawaii","15"
2022-12-24,320,"Iowa","19"
2022-12-24,223,"Idaho","16"
2022-12-24,555,"Illinois","17"
2022-12-24,566,"Indiana","18"
2022-12-24,185,"Kansas","20"
2022-12-24,243,"Kentucky","21"
2022-12-24,166,"Louisiana","22"
2022-12-24,765,"Massachusetts","25"
2022-12-24,225,"Maryland","24"
2022-12-24,192,"Maine","23"
2022-12-24,1137,"Michigan","26"
2022-12-24,177,"Minnesota","27"
2022-12-24,636,"Missouri","29"
2022-12-24,120,"Mississippi","28"
2022-12-24,91,"Montana","30"
2022-12-24,299,"North Carolina","37"
2022-12-24,82,"North Dakota","38"
2022-12-24,144,"Nebraska","31"
2022-12-24,141,"New Hampshire","33"
2022-12-24,476,"New Jersey","34"
2022-12-24,286,"New Mexico","35"
2022-12-24,179,"Nevada","32"
2022-12-24,1309,"New York","36"
2022-12-24,707,"Ohio","39"
2022-12-24,708,"Oklahoma","40"
2022-12-24,361,"Oregon","41"
2022-12-24,1101,"Pennsylvania","42"
2022-12-24,49,"Rhode Island","44"
2022-12-24,157,"South Carolina","45"
2022-12-24,59,"South Dakota","46"
2022-12-24,248,"Tennessee","47"
2022-12-24,1413,"Texas","48"
2022-12-24,83,"Utah","49"
2022-12-24,279,"Virginia","51"
2022-12-24,81,"Vermont","50"
2022-12-24,384,"Washington","53"
2022-12-24,484,"Wisconsin","55"
2022-12-24,172,"West Virginia","54"
2022-12-24,51,"Wyoming","56"
2022-12-31,32,"Alaska","02"
2022-12-31,123,"Alabama","01"
2022-12-31,158,"Arkansas","05"
2022-12-31,386,"Arizona","04"
2022-12-31,913,"California","06"
2022-12-31,158,"Colorado","08"
2022-12-31,170,"Connecticut","09"
2022-12-31,17,"District of Columbia","11"
2022-12-31,45,"Delaware","10"
2022-12-31,1325,"Florida","12"
2022-12-31,189,"Georgia","13"
2022-12-31,10,"Hawaii","15"
2022-12-31,218,"Iowa","19"
2022-12-31,112,"Idaho","16"
2022-12-31,433,"Illinois","17"
2022-12-31,361,"Indiana","18"
2022-12-31,125,"Kansas","20"
2022-12-31,133,"Kentucky","21"
2022-12-31,171,"Louisiana","22"
2022-12-31,489,"Massachusetts","25"
2022-12-31,157,"Maryland","24"
2022-12-31,126,"Maine","23"
2022-12-31,714,"Michigan","26"
2022-12-31,80,"Minnesota","27"
2022-12-31,405,"Missouri","29"
2022-12-31,88,"Mississippi","28"
2022-12-31,60,"Montana","30"
2022-12-31,222,"North Carolina","37"
2022-12-31,72,"North Dakota","38"
2022-12-31,99,"Nebraska","31"
2022-12-31,108,"New Hampshire","33"
2022-12-31,343,"New Jersey","34"
2022-12-31,179,"New Mexico","35"
2022-12-31,116,"Nevada","32"
2022-12-31,956,"New York","36"
2022-12-31,489,"Ohio","39"
2022-12-31,503,"Oklahoma","40"
2022-12-31,152,"Oregon","41"
2022-12-31,809,"Pennsylvania","42"
2022-12-31,36,"Rhode Island","44"
2022-12-31,161,"South Carolina","45"
2022-12-31,69,"South Dakota","46"
2022-12-31,174,"Tennessee","47"
2022-12-31,1246,"Texas","48"
2022-12-31,66,"Utah","49"
2022-12-31,233,"Virginia","51"
2022-12-31,51,"Vermont","50"
2022-12-31,231,"Washington","53"
2022-12-31,332,"Wisconsin","55"
2022-12-31,148,"West Virginia","54"
2022-12-31,32,"Wyoming","56"
2023-01-07,7,"Alaska","02"
2023-01-07,99,"Alabama","01"
2023-01-07,105,"Arkansas","05"
2023-01-07,163,"Arizona","04"
2023-01-07,411,"California","06"
2023-01-07,99,"Colorado","08"
2023-01-07,79,"Connecticut","09"
2023-01-07,6,"District of Columbia","11"
2023-01-07,12,"Delaware","10"
2023-01-07,702,"Florida","12"
2023-01-07,108,"Georgia","13"
2023-01-07,9,"Hawaii","15"
2023-01-07,96,"Iowa","19"
2023-01-07,46,"Idaho","16"
2023-01-07,173,"Illinois","17"
2023-01-07,173,"Indiana","18"
2023-01-07,54,"Kansas","20"
2023-01-07,63,"Kentucky","21"
2023-01-07,85,"Louisiana","22"
2023-01-07,251,"Massachusetts","25"
2023-01-07,101,"Maryland","24"
2023-01-07,57,"Maine","23"
2023-01-07,320,"Michigan","26"
2023-01-07,47,"Minnesota","27"
2023-01-07,195,"Missouri","29"
2023-01-07,57,"Mississippi","28"
2023-01-07,39,"Montana","30"
2023-01-07,131,"North Carolina","37"
2023-01-07,52,"North Dakota","38"
2023-01-07,63,"Nebraska","31"
2023-01-07,47,"New Hampshire","33"
2023-01-07,166,"New Jersey","34"
2023-01-07,53,"New Mexico","35"
2023-01-07,37,"Nevada","32"
2023-01-07,517,"New York","36"
2023-01-07,194,"Ohio","39"
2023-01-07,274,"Oklahoma","40"
2023-01-07,65,"Oregon","41"
2023-01-07,452,"Pennsylvania","42"
2023-01-07,9,"Rhode Island","44"
2023-01-07,79,"South Carolina","45"
2023-01-07,15,"South Dakota","46"
2023-01-07,100,"Tennessee","47"
2023-01-07,764,"Texas","48"
2023-01-07,22,"Utah","49"
2023-01-07,119,"Virginia","51"
2023-01-07,12,"Vermont","50"
2023-01-07,144,"Washington","53"
2023-01-07,171,"Wisconsin","55"
2023-01-07,48,"West Virginia","54"
2023-01-07,16,"Wyoming","56"
2023-01-14,7,"Alaska","02"
2023-01-14,57,"Alabama","01"
2023-01-14,65,"Arkansas","05"
2023-01-14,118,"Arizona","04"
2023-01-14,208,"California","06"
2023-01-14,37,"Colorado","08"
2023-01-14,36,"Connecticut","09"
2023-01-14,8,"District of Columbia","11"
2023-01-14,6,"Delaware","10"
2023-01-14,593,"Florida","12"
2023-01-14,80,"Georgia","13"
2023-01-14,0,"Hawaii","15"
2023-01-14,43,"Iowa","19"
2023-01-14,35,"Idaho","16"
2023-01-14,68,"Illinois","17"
2023-01-14,100,"Indiana","18"
2023-01-14,40,"Kansas","20"
2023-01-14,35,"Kentucky","21"
2023-01-14,83,"Louisiana","22"
2023-01-14,131,"Massachusetts","25"
2023-01-14,67,"Maryland","24"
2023-01-14,29,"Maine","23"
2023-01-14,171,"Michigan","26"
2023-01-14,29,"Minnesota","27"
2023-01-14,101,"Missouri","29"
2023-01-14,52,"Mississippi","28"
2023-01-14,16,"Montana","30"
2023-01-14,63,"North Carolina","37"
2023-01-14,28,"North Dakota","38"
2023-01-14,55,"Nebraska","31"
2023-01-14,23,"New Hampshire","33"
2023-01-14,102,"New Jersey","34"
2023-01-14,29,"New Mexico","35"
2023-01-14,21,"Nevada","32"
2023-01-14,309,"New York","36"
2023-01-14,123,"Ohio","39"
2023-01-14,168,"Oklahoma","40"
2023-01-14,32,"Oregon","41"
2023-01-14,303,"Pennsylvania","42"
2023-01-14,16,"Rhode Island","44"
2023-01-14,58,"South Carolina","45"
2023-01-14,12,"South Dakota","46"
2023-01-14,69,"Tennessee","47"
2023-01-14,491,"Texas","48"
2023-01-14,22,"Utah","49"
2023-01-14,72,"Virginia","51"
2023-01-14,10,"Vermont","50"
2023-01-14,86,"Washington","53"
2023-01-14,108,"Wisconsin","55"
2023-01-14,14,"West Virginia","54"
2023-01-14,14,"Wyoming","56"
2023-01-21,5,"Alaska","02"
2023-01-21,42,"Alabama","01"
2023-01-21,44,"Arkansas","05"
2023-01-21,57,"Arizona","04"
2023-01-21,126,"California","06"
2023-01-21,26,"Colorado","08"
2023-01-21,33,"Connecticut","09"
2023-01-21,7,"District of Columbia","11"
2023-01-21,6,"Delaware","10"
2023-01-21,423,"Florida","12"
2023-01-21,71,"Georgia","13"
2023-01-21,9,"Hawaii","15"
2023-01-21,47,"Iowa","19"
2023-01-21,17,"Idaho","16"
2023-01-21,73,"Illinois","17"
2023-01-21,71,"Indiana","18"
2023-01-21,21,"Kansas","20"
2023-01-21,32,"Kentucky","21"
2023-01-21,42,"Louisiana","22"
2023-01-21,76,"Massachusetts","25"
2023-01-21,39,"Maryland","24"
2023-01-21,14,"Maine","23"
2023-01-21,84,"Michigan","26"
2023-01-21,18,"Minnesota","27"
2023-01-21,73,"Missouri","29"
2023-01-21,35,"Mississippi","28"
2023-01-21,9,"Montana","30"
2023-01-21,41,"North Carolina","37"
2023-01-21,24,"North Dakota","38"
2023-01-21,22,"Nebraska","31"
2023-01-21,19,"New Hampshire","33"
2023-01-21,79,"New Jersey","34"
2023-01-21,21,"New Mexico","35"
2023-01-21,11,"Nevada","32"
2023-01-21,236,"New York","36"
2023-01-21,72,"Ohio","39"
2023-01-21,94,"Oklahoma","40"
2023-01-21,11,"Oregon","41"
2023-01-21,235,"Pennsylvania","42"
2023-01-21,10,"Rhode Island","44"
2023-01-21,41,"South Carolina","45"
2023-01-21,15,"South Dakota","46"
2023-01-21,41,"Tennessee","47"
2023-01-21,347,"Texas","48"
2023-01-21,7,"Utah","49"
2023-01-21,60,"Virginia","51"
2023-01-21,5,"Vermont","50"
2023-01-21,66,"Washington","53"
2023-01-21,51,"Wisconsin","55"
2023-01-21,21,"West Virginia","54"
2023-01-21,5,"Wyoming","56"
2023-01-28,3,"Alaska","02"
2023-01-28,35,"Alabama","01"
2023-01-28,20,"Arkansas","05"
2023-01-28,62,"Arizona","04"
2023-01-28,115,"California","06"
2023-01-28,38,"Colorado","08"
2023-01-28,15,"Connecticut","09"
2023-01-28,9,"District of Columbia","11"
2023-01-28,10,"Delaware","10"
2023-01-28,354,"Florida","12"
2023-01-28,204,"Georgia","13"
2023-01-28,8,"Hawaii","15"
2023-01-28,13,"Iowa","19"
2023-01-28,3,"Idaho","16"
2023-01-28,28,"Illinois","17"
2023-01-28,41,"Indiana","18"
2023-01-28,12,"Kansas","20"
2023-01-28,16,"Kentucky","21"
2023-01-28,94,"Louisiana","22"
2023-01-28,58,"Massachusetts","25"
2023-01-28,51,"Maryland","24"
2023-01-28,10,"Maine","23"
2023-01-28,87,"Michigan","26"
2023-01-28,16,"Minnesota","27"
2023-01-28,50,"Missouri","29"
2023-01-28,29,"Mississippi","28"
2023-01-28,9,"Montana","30"
2023-01-28,40,"North Carolina","37"
2023-01-28,9,"North Dakota","38"
2023-01-28,6,"Nebraska","31"
2023-01-28,4,"New Hampshire","33"
2023-01-28,38,"New Jersey","34"
2023-01-28,10,"New Mexico","35"
2023-01-28,4,"Nevada","32"
2023-01-28,145,"New York","36"
2023-01-28,59,"Ohio","39"
2023-01-28,86,"Oklahoma","40"
2023-01-28,10,"Oregon","41"
2023-01-28,193,"Pennsylvania","42"
2023-01-28,4,"Rhode Island","44"
2023-01-28,40,"South Carolina","45"
2023-01-28,15,"South Dakota","46"
2023-01-28,43,"Tennessee","47"
2023-01-28,281,"Texas","48"
2023-01-28,7,"Utah","49"
2023-01-28,62,"Virginia","51"
2023-01-28,3,"Vermont","50"
2023-01-28,42,"Washington","53"
2023-01-28,22,"Wisconsin","55"
2023-01-28,22,"West Virginia","54"
2023-01-28,6,"Wyoming","56"
2023-02-04,1,"Alaska","02"
2023-02-04,29,"Alabama","01"
2023-02-04,33,"Arkansas","05"
2023-02-04,56,"Arizona","04"
2023-02-04,93,"California","06"
2023-02-04,27,"Colorado","08"
2023-02-04,15,"Connecticut","09"
2023-02-04,5,"District of Columbia","11"
2023-02-04,1,"Delaware","10"
2023-02-04,300,"Florida","12"
2023-02-04,83,"Georgia","13"
2023-02-04,10,"Hawaii","15"
2023-02-04,15,"Iowa","19"
2023-02-04,4,"Idaho","16"
2023-02-04,31,"Illinois","17"
2023-02-04,41,"Indiana","18"
2023-02-04,9,"Kansas","20"
2023-02-04,29,"Kentucky","21"
2023-02-04,50,"Louisiana","22"
2023-02-04,59,"Massachusetts","25"
2023-02-04,41,"Maryland","24"
2023-02-04,6,"Maine","23"
2023-02-04,56,"Michigan","26"
2023-02-04,7,"Minnesota","27"
2023-02-04,41,"Missouri","29"
2023-02-04,21,"Mississippi","28"
2023-02-04,2,"Montana","30"
2023-02-04,55,"North Carolina","37"
2023-02-04,16,"North Dakota","38"
2023-02-04,2,"Nebraska","31"
2023-02-04,8,"New Hampshire","33"
2023-02-04,26,"New Jersey","34"
2023-02-04,9,"New Mexico","35"
2023-02-04,11,"Nevada","32"
2023-02-04,104,"New York","36"
2023-02-04,49,"Ohio","39"
2023-02-04,54,"Oklahoma","40"
2023-02-04,7,"Oregon","41"
2023-02-04,180,"Pennsylvania","42"
2023-02-04,1,"Rhode Island","44"
2023-02-04,46,"South Carolina","45"
2023-02-04,9,"South Dakota","46"
2023-02-04,28,"Tennessee","47"
2023-02-04,270,"Texas","48"
2023-02-04,7,"Utah","49"
2023-02-04,64,"Virginia","51"
2023-02-04,0,"Vermont","50"
2023-02-04,47,"Washington","53"
2023-02-04,23,"Wisconsin","55"
2023-02-04,16,"West Virginia","54"
2023-02-04,2,"Wyoming","56"
2023-02-11,2,"Alaska","02"
2023-02-11,30,"Alabama","01"
2023-02-11,25,"Arkansas","05"
2023-02-11,38,"Arizona","04"
2023-02-11,73,"California","06"
2023-02-11,17,"Colorado","08"
2023-02-11,14,"Connecticut","09"
2023-02-11,5,"District of Columbia","11"
2023-02-11,1,"Delaware","10"
2023-02-11,235,"Florida","12"
